nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
ABATEDOURO IRMAOS RONALDO,abatedouro-irmaos-ronaldo,17/03/2011,1,Santa Cruz Cabrália,BA,28058,-16.2825,-39.0295,406KM,447KM,373KM,251KM
ABATEDOURO NOSSA SENHORA DE FATIMA,abatedouro-nossa-senhora-de-fatima,20/07/1995,1,São Félix,BA,14784,-12.6104,-38.9727,71KM,38KM,65KM,321KM
ABC CONTABILIDADE,abc-contabilidade,18/02/1991,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABCEGS,abcegs,10/07/2009,5,Ipirá,BA,59281,-12.1561,-39.7359,164KM,85KM,162KM,324KM
ABBY DESENVOLVIMENTO PROFISSIONAL,abby-desenvolvimento-profissional,21/01/1994,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABC EMBALAGENS LTDA,abc-embalagens-ltda,30/12/2002,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ABC ELETRO,abc-eletro,15/06/1989,5,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
ABCCVRA,abccvra,16/08/2005,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,231KM,147KM,233KM,371KM
ABECERV,abecerv,31/12/1984,5,Várzea do Poço,BA,9247,-11.5273,-40.3149,252KM,168KM,254KM,375KM
ABELARDO IMOVEIS,abelardo-imoveis,02/02/2002,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABD-RB,abd-rb,14/07/1999,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABEL WALDEMIR DE LIMA COSTA,abel-waldemir-de-lima-costa,05/07/2011,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ABELHA VEICULOS,abelha-veiculos,21/06/2004,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,321KM,241KM,334KM,495KM
ABEMOJABA,abemojaba,16/07/2007,5,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
ABESP,abesp,28/08/1992,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABEPO,abepo,24/11/2009,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ABELSA,abelsa,11/10/1990,5,Coronel João Sá,BA,15549,-10.2847,-37.9198,272KM,248KM,305KM,598KM
ABIATAR MODA FEMININA,abiatar-moda-feminina,05/10/2010,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABIDE,abide,11/06/2001,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
ABELHEIS E COMPANNHIS COMIDA BAIANA,abelheis-e-compannhis-comida-baiana,24/08/2007,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABFRUD,abfrud,08/06/2009,5,Chorrochó,BA,11221,-8.9695,-39.0979,423KM,367KM,450KM,682KM
ABIJCSUD,abijcsud,26/10/1999,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABMRB,abmrb,22/09/1997,5,Jiquiriçá,BA,14576,-13.2621,-39.5737,149KM,129KM,121KM,224KM
ABIB,abib,25/07/1988,5,João Dourado,BA,25606,-11.3486,-41.6548,391KM,309KM,386KM,400KM
ABRE EMPREENDIMENTOS & PARTICIPACOES,abre-empreendimentos-participacoes,27/11/2006,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABS - TRANSPORTES E COMERCIO,abs-transportes-e-comercio,17/09/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABRIGO DRINK S DISTRIBUIDORA DE BEBIDAS E ALIMENTOS,abrigo-drink-s-distribuidora-de-bebidas-e-alimentos,18/07/2007,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,321KM,241KM,334KM,495KM
ABPI,abpi,07/12/2000,5,Ituberá,BA,28870,-13.7249,-39.1481,145KM,163KM,109KM,222KM
ABOA,aboa,19/05/1998,5,Ourolândia,BA,17567,-10.9578,-41.0756,356KM,271KM,358KM,435KM
ABS DECORACOES,abs-decoracoes,16/01/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABSJ,absj,03/11/2004,5,Adustina,BA,17209,-10.5437,-38.1113,241KM,213KM,273KM,563KM
ABS CONTABIL,abs-contabil,10/11/2010,1,Terra Nova,BA,13018,-12.3888,-38.6238,47KM,40KM,66KM,364KM
ABSOLUTA SOLUCOES,absoluta-solucoes,19/03/2008,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ABSOLUTA CENTRO ESTETICO,absoluta-centro-estetico,30/03/1981,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
ABUMPA,abumpa,25/01/1991,5,Itaparica,BA,22440,-12.8932,-38.68,44KM,76KM,21KM,319KM
AC ANDARAI,ac-andarai,24/06/1974,5,Andaraí,BA,13122,-12.8049,-41.3297,326KM,264KM,307KM,235KM
ABRMVG,abrmvg,01/02/2006,5,Pindobaçu,BA,20048,-10.7433,-40.3675,310KM,228KM,320KM,461KM
AC ANTAS,ac-antas,24/06/1974,5,Antas,BA,19659,-10.3856,-38.3401,257KM,220KM,288KM,566KM
AC AMARALINA,ac-amaralina,17/07/1974,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC BARRO ALTO,ac-barro-alto,11/07/1974,5,Barro Alto,BA,15171,-11.7605,-41.9054,402KM,324KM,393KM,363KM
AC ANDORINHA,ac-andorinha,03/11/1993,5,Andorinha,BA,14416,-10.3482,-39.8391,309KM,233KM,326KM,513KM
AC ACAJUTIBA,ac-acajutiba,05/12/1977,5,Acajutiba,BA,15214,-11.6575,-38.0197,121KM,123KM,155KM,468KM
AC APUAREMA,ac-apuarema,03/11/1993,5,Apuarema,BA,7274,-13.8542,-39.7501,201KM,196KM,167KM,162KM
AC CABULA,ac-cabula,12/04/1992,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC ARATUIPE,ac-aratuipe,24/06/1974,5,Aratuípe,BA,8848,-13.0716,-39.0038,84KM,90KM,56KM,281KM
AC BOM JESUS DA LAPA,ac-bom-jesus-da-lapa,11/07/1974,5,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
AC CENTRO ADMINISTRATIVO DA BAHIA,ac-centro-administrativo-da-bahia,26/09/1975,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC CANDEAL,ac-candeal,24/06/1974,5,Candeal,BA,8109,-11.8049,-39.1203,132KM,54KM,146KM,387KM
AC DARIO MEIRA,ac-dario-meira,26/09/1975,5,Dário Meira,BA,10347,-14.4229,-39.9031,257KM,261KM,222KM,112KM
AC BONINAL,ac-boninal,11/07/1974,5,Boninal,BA,14518,-12.7069,-41.8286,380KM,315KM,362KM,262KM
AC COTEGIPE,ac-cotegipe,09/03/1978,5,Cotegipe,BA,13756,-12.0228,-44.2566,648KM,575KM,633KM,484KM
AC IBOTIRAMA,ac-ibotirama,05/07/1974,5,Ibotirama,BA,27076,-12.1779,-43.2167,534KM,462KM,519KM,393KM
AC GUARATINGA,ac-guaratinga,26/09/1975,5,Guaratinga,BA,20565,-16.5833,-39.7847,460KM,488KM,425KM,223KM
AC GUANAMBI,ac-guanambi,09/07/1974,5,Guanambi,BA,85353,-14.2231,-42.7799,512KM,468KM,484KM,220KM
AC IGUAI,ac-iguai,05/07/1974,5,Iguaí,BA,27006,-14.7528,-40.0894,298KM,302KM,262KM,82KM
AC IBIPEBA,ac-ibipeba,09/07/1974,5,Ibipeba,BA,18421,-11.6438,-42.0195,417KM,339KM,409KM,379KM
AC GLORIA,ac-gloria,09/07/1974,5,Glória,BA,15247,-9.34382,-38.2544,373KM,334KM,404KM,674KM
AC INSTAL,ac-instal,07/12/2009,1,Ubatã,BA,27481,-14.2063,-39.5207,212KM,224KM,176KM,160KM
AC ITAGI,ac-itagi,05/07/1974,5,Itagi,BA,12140,-14.1615,-40.0131,245KM,239KM,211KM,118KM
AC MALHADA DE PEDRAS,ac-malhada-de-pedras,04/07/1974,5,Malhada de Pedras,BA,8326,-14.3847,-41.8842,429KM,395KM,399KM,124KM
AC ITAMARI,ac-itamari,05/12/1977,5,Itamari,BA,7971,-13.7782,-39.683,190KM,185KM,156KM,173KM
AC JUSSARI,ac-jussari,21/07/1983,5,Jussari,BA,5706,-15.192,-39.491,305KM,330KM,269KM,150KM
AC ITAGUACU DA BAHIA,ac-itaguacu-da-bahia,24/10/2003,5,Itaguaçu da Bahia,BA,14650,-11.0147,-42.3997,480KM,398KM,475KM,459KM
AC ITINGA,ac-itinga,14/08/2007,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
AC MARAU,ac-marau,04/07/1974,5,Maraú,BA,20664,-14.1035,-39.0137,173KM,204KM,138KM,214KM
AC MUNIZ FERREIRA,ac-muniz-ferreira,17/07/1974,5,Muniz Ferreira,BA,7464,-13.0092,-39.1092,92KM,84KM,66KM,278KM
AC MATA ESCURA,ac-mata-escura,24/04/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC NOVA REDENCAO,ac-nova-redencao,03/11/1993,5,Nova Redenção,BA,9126,-12.815,-41.0748,298KM,237KM,279KM,229KM
AC MATINA,ac-matina,22/08/2002,5,Matina,BA,12359,-13.9109,-42.8439,508KM,459KM,482KM,240KM
AC MILAGRES,ac-milagres,17/07/1974,5,Milagres,BA,10838,-12.8646,-39.8611,167KM,118KM,148KM,246KM
AC PINDAI,ac-pindai,17/07/1974,5,Pindaí,BA,16308,-14.4921,-42.686,513KM,474KM,484KM,202KM
AC PALMAS DE MONTE ALTO,ac-palmas-de-monte-alto,17/07/1974,5,Palmas de Monte Alto,BA,21840,-14.2676,-43.1609,553KM,507KM,525KM,258KM
AC RAFAEL JAMBEIRO,ac-rafael-jambeiro,20/01/1987,5,Rafael Jambeiro,BA,22643,-12.4053,-39.5007,132KM,60KM,125KM,309KM
AC POJUCA,ac-pojuca,17/07/1974,5,Pojuca,BA,40401,-12.4303,-38.3374,30KM,71KM,63KM,382KM
AC QUEIMADAS,ac-queimadas,17/07/1974,5,Queimadas,BA,25428,-10.9736,-39.6293,238KM,161KM,254KM,452KM
AC SANTA LUZIA,ac-santa-luzia,04/12/1986,5,Santa Luzia,BA,12308,-15.4342,-39.3287,323KM,354KM,288KM,175KM
AC RIO DO PIRES,ac-rio-do-pires,17/07/1974,5,Rio do Pires,BA,11672,-13.1185,-42.2902,432KM,373KM,411KM,248KM
AC SANTALUZ,ac-santaluz,17/07/1974,5,Santaluz,BA,37704,-11.2508,-39.375,197KM,121KM,214KM,431KM
AC SAO FRANCISCO DO CONDE,ac-sao-francisco-do-conde,17/07/1974,5,São Francisco do Conde,BA,40664,-12.6183,-38.6786,39KM,50KM,44KM,341KM
AC SAUBARA,ac-saubara,17/07/1974,5,Saubara,BA,12163,-12.7387,-38.7625,48KM,57KM,38KM,325KM
AC SENTO SE,ac-sento-se,17/07/1974,5,Sento Sé,BA,41279,-9.74138,-41.8786,507KM,423KM,513KM,580KM
AC PLANALTINO,ac-planaltino,05/12/1977,5,Planaltino,BA,9415,-13.2618,-40.3695,230KM,188KM,205KM,185KM
AC SERRA DOURADA,ac-serra-dourada,17/07/1974,5,Serra Dourada,BA,17261,-12.759,-43.9504,610KM,544KM,591KM,408KM
AC SUMARE,ac-sumare,03/11/1993,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC SERROLANDIA,ac-serrolandia,10/04/1979,5,Serrolândia,BA,13490,-11.4085,-40.2983,258KM,173KM,261KM,388KM
AC SIMOES FILHO,ac-simoes-filho,17/07/1974,5,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
AC TRANSPORTES E TURISMO,ac-transportes-e-turismo,14/12/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
AC TEOFILANDIA,ac-teofilandia,21/07/1983,5,Teofilândia,BA,22590,-11.4827,-38.9913,153KM,87KM,174KM,425KM
AC TREMEDAL,ac-tremedal,17/07/1974,5,Tremedal,BA,15996,-14.9736,-41.4142,420KM,402KM,386KM,63KM
AC VARZEA DA ROCA,ac-varzea-da-roca,20/01/1987,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,231KM,147KM,233KM,371KM
ACAAJA,acaaja,14/05/1998,5,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
AC XIQUE XIQUE,ac-xique-xique,17/07/1974,5,Xique-Xique,BA,46562,-10.823,-42.7245,521KM,439KM,516KM,492KM
ACAAR,acaar,30/09/2003,5,Itiúba,BA,36140,-10.6948,-39.8446,277KM,199KM,292KM,476KM
ACAC,acac,24/05/2002,5,Caldeirão Grande,BA,13452,-11.0208,-40.2956,284KM,200KM,291KM,431KM
ACA,aca,06/08/1998,5,Souto Soares,BA,17118,-12.088,-41.6427,366KM,291KM,354KM,320KM
AC VALENCA,ac-valenca,17/07/1974,5,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
ACACV,acacv,11/07/2007,5,Monte Santo,BA,49145,-10.4374,-39.3321,274KM,207KM,296KM,518KM
ACADEMIA ACAO,academia-acao,24/09/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACADEMIA BELLA FORMA,academia-bella-forma,25/11/1996,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
ACADEMIA CORPO EM FORMA,academia-corpo-em-forma,31/12/2008,1,Baixa Grande,BA,20431,-11.9519,-40.169,216KM,135KM,213KM,332KM
ACADEMIA BOA FORMA,academia-boa-forma,17/08/2004,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
ACADEMIA AUTO ESTIMA,academia-auto-estima,30/12/2011,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
ACADEMIA BELLA VITA,academia-bella-vita,11/04/2008,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACADEMIA EQUILIBRIO FITNESS,academia-equilibrio-fitness,10/01/2012,1,Itagi,BA,12140,-14.1615,-40.0131,245KM,239KM,211KM,118KM
ACADEMIA DE GISNASTICA & MUSCULACAO ARENA I,academia-de-gisnastica-musculacao-arena-i,05/12/2008,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ACADEMIA INFINITI,academia-infiniti,24/02/2010,1,Euclides da Cunha,BA,61112,-10.5078,-39.0153,255KM,196KM,280KM,523KM
ACADEMIA EMBALO CORPORE,academia-embalo-corpore,16/08/2000,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,84KM,47KM,73KM,308KM
ACADEMIA ESCALADA DA SAUDE,academia-escalada-da-saude,04/05/2012,1,Mucugê,BA,8725,-13.0053,-41.3703,332KM,274KM,311KM,214KM
ACADEMIA JC,academia-jc,30/12/1996,1,Ibicoara,BA,19990,-13.4059,-41.284,330KM,282KM,305KM,169KM
ACADEMIA ERGHOS,academia-erghos,20/04/2009,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,395KM,348KM,370KM,173KM
ACADEMIA METAMORFOSE FITNESS,academia-metamorfose-fitness,27/06/1997,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ACADEMIA PLOC CENTER,academia-ploc-center,28/02/2002,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACADEMIA JILCINHO,academia-jilcinho,01/04/2009,1,Coração de Maria,BA,22391,-12.2333,-38.7487,69KM,24KM,86KM,369KM
ACADEMIA N K FITNESS,academia-n-k-fitness,08/01/2010,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,84KM,47KM,73KM,308KM
ACADEMIA MUSCULOS,academia-musculos,19/08/2003,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ACADEMIA POINT FITNESS,academia-point-fitness,04/02/2011,1,Antas,BA,19659,-10.3856,-38.3401,257KM,220KM,288KM,566KM
ACADEMIA POS TREINO,academia-pos-treino,19/04/2012,1,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
ACADEMIA SHALON FITNESS,academia-shalon-fitness,09/02/2012,1,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,27KM,58KM,51KM,364KM
ACADEMIA SUPERACAO,academia-superacao,16/03/2004,1,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
ACADEMIA WINNER,academia-winner,18/11/2011,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACAI,acai,22/10/1997,5,Inhambupe,BA,40720,-11.781,-38.355,102KM,86KM,133KM,435KM
ACAJ,acaj,18/04/2008,5,Tapiramutá,BA,16939,-11.8475,-40.7927,284KM,204KM,278KM,335KM
ACAJUTIBA PREFEITURA GABINETE DO PREFEITO,acajutiba-prefeitura-gabinete-do-prefeito,30/12/1974,5,Acajutiba,BA,15214,-11.6575,-38.0197,121KM,123KM,155KM,468KM
ACAFV,acafv,22/01/2001,5,Sobradinho,BA,23274,-9.45024,-40.8145,451KM,372KM,465KM,602KM
ACADEMIA UIBAI FITNESS,academia-uibai-fitness,04/12/2009,1,Uibaí,BA,13894,-11.3394,-42.1354,440KM,359KM,434KM,416KM
ACADEMIA PRAZER DE DANCAR,academia-prazer-de-dancar,24/09/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACAL,acal,23/11/1995,5,Araci,BA,54903,-11.3253,-38.9584,167KM,105KM,190KM,442KM
ACALV,acalv,14/07/1998,5,América Dourada,BA,16086,-11.4429,-41.439,365KM,284KM,361KM,385KM
ACAMPO HOLDING - COMPRA E VENDA DE IMOVEIS LTDA,acampo-holding-compra-e-venda-de-imoveis-ltda,27/07/1995,5,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
ACAMB,acamb,23/02/1987,5,Presidente Dutra,BA,15180,-11.2923,-41.9843,427KM,345KM,421KM,415KM
ACAO TUPINAMBA,acao-tupinamba,29/08/2003,5,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
ACAPS,acaps,25/10/2004,5,Umburanas,BA,19573,-10.7339,-41.3234,392KM,308KM,394KM,462KM
ACAO SOCIAL BEIJA-FLOR,acao-social-beija-flor,22/08/2006,5,Nazaré,BA,28661,-13.0235,-39.0108,83KM,84KM,56KM,284KM
ACAO DISTRIBUIDORA,acao-distribuidora,10/01/2001,3,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ACAL PRODUCOES,acal-producoes,08/11/1999,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACAMPAMENTO MAANAIM,acampamento-maanaim,21/08/1981,1,Santa Bárbara,BA,20971,-11.9515,-38.9681,108KM,35KM,124KM,381KM
ACAPSAL,acapsal,29/04/2003,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,367KM,329KM,399KM,670KM
ACARAJE DA BETE,acaraje-da-bete,04/01/2007,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
ACAQSA,acaqsa,27/12/2000,5,Campo Formoso,BA,71754,-10.5105,-40.32,326KM,244KM,337KM,487KM
ACAP,acap,30/12/1993,5,Canavieiras,BA,30722,-15.6722,-38.9536,337KM,379KM,304KM,222KM
ACARAJE DA TATY,acaraje-da-taty,17/05/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACARAJE DI MAINHA,acaraje-di-mainha,22/10/2010,1,Ipiaú,BA,45969,-14.1226,-39.7353,220KM,223KM,185KM,145KM
ACAS,acas,21/05/1991,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACARAJE DA NOEMIA,acaraje-da-noemia,17/04/2012,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
ACASA,acasa,13/02/1998,5,Morpará,BA,8476,-11.5569,-43.2766,552KM,475KM,541KM,451KM
ACAPSD,acapsd,29/04/2003,5,Paulo Afonso,BA,119213,-9.3983,-38.2216,367KM,329KM,399KM,670KM
ACASSELB,acasselb,17/10/2000,5,Monte Santo,BA,49145,-10.4374,-39.3321,274KM,207KM,296KM,518KM
ACAVAM,acavam,29/06/2001,5,Queimadas,BA,25428,-10.9736,-39.6293,238KM,161KM,254KM,452KM
ACBADEVIC,acbadevic,17/11/1987,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ACATAR,acatar,26/08/1994,5,Caculé,BA,23407,-14.5003,-42.2229,468KM,432KM,438KM,154KM
ACBAFS,acbafs,23/08/2005,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACAT,acat,18/07/2004,5,Lamarão,BA,8078,-11.773,-38.887,120KM,56KM,140KM,403KM
ACB,acb,10/08/1990,5,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,395KM,348KM,370KM,173KM
ACBPD,acbpd,29/04/1996,5,Macaúbas,BA,50481,-13.0186,-42.6945,475KM,414KM,454KM,286KM
ACBHA,acbha,07/08/1998,5,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,75KM,19KM,78KM,337KM
ACBCAA,acbcaa,18/10/2006,5,Capela do Alto Alegre,BA,11597,-11.6658,-39.8349,200KM,116KM,205KM,372KM
ACBE,acbe,26/05/1987,5,Retirolândia,BA,14588,-11.4832,-39.4234,180KM,100KM,193KM,406KM
ACBSPA,acbspa,27/04/2005,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACC,acc,27/12/2006,5,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,152KM,68KM,161KM,374KM
ACC MATERIAIS DE CONSTRUCAO E TRANSPORTES,acc-materiais-de-construcao-e-transportes,22/04/1992,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACCBCZP,accbczp,15/05/2006,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACCBS,accbs,11/09/1997,5,Biritinga,BA,15989,-11.6072,-38.8051,132KM,75KM,155KM,423KM
ACCBV,accbv,24/11/1988,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,231KM,147KM,233KM,371KM
ACCGA,accga,06/07/1998,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACCCBA,acccba,17/11/1988,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACCC,accc,17/11/2008,5,Valente,BA,29111,-11.4062,-39.457,189KM,110KM,203KM,412KM
ACCM,accm,09/12/2002,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
ACCSA,accsa,18/05/1990,5,Macaúbas,BA,50481,-13.0186,-42.6945,475KM,414KM,454KM,286KM
ACD,acd,13/07/2011,5,Itapebi,BA,10173,-15.9551,-39.5329,385KM,415KM,350KM,186KM
ACCS SHOPPING CENTER,accs-shopping-center,07/03/1996,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACDP,acdp,07/02/2011,5,Prado,BA,28214,-17.3364,-39.2227,525KM,564KM,492KM,326KM
ACE,ace,28/01/2011,5,Ruy Barbosa,BA,30900,-12.2816,-40.4931,240KM,166KM,229KM,289KM
ACDCS,acdcs,07/12/2002,5,Retirolândia,BA,14588,-11.4832,-39.4234,180KM,100KM,193KM,406KM
ACE ALLPURPOSE COMUNICATION & EXCHANGE,ace-allpurpose-comunication-exchange,03/03/1998,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
ACEES,acees,29/01/2007,5,Nova Fátima,BA,7830,-11.6031,-39.6302,187KM,103KM,195KM,385KM
ACEMAP,acemap,26/05/1999,5,Biritinga,BA,15989,-11.6072,-38.8051,132KM,75KM,155KM,423KM
ACEB,aceb,28/10/2004,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACEPA,acepa,01/12/1997,5,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
ACEK,acek,29/10/1998,5,Biritinga,BA,15989,-11.6072,-38.8051,132KM,75KM,155KM,423KM
ACERTE CONCURSOS,acerte-concursos,05/02/2009,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACEROLA MODA INFANTIL,acerola-moda-infantil,09/09/2009,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ACESSORAUTO,acessorauto,17/03/2003,1,Itapetinga,BA,77408,-15.2475,-40.2482,352KM,360KM,316KM,77KM
ACE - ASSOCIACAO COMUNIDADE ESCOLAR,ace-associacao-comunidade-escolar,30/04/1999,5,Macaúbas,BA,50481,-13.0186,-42.6945,475KM,414KM,454KM,286KM
ACESSO INFORMATICA,acesso-informatica,16/04/1999,1,Irecê,BA,74050,-11.3033,-41.8535,413KM,331KM,408KM,410KM
ACESSUBA,acessuba,25/04/2000,5,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
ACFC,acfc,19/06/1998,5,Brumado,BA,67468,-14.2021,-41.6696,399KM,364KM,370KM,115KM
ACFPBS,acfpbs,17/04/2000,5,Sobradinho,BA,23274,-9.45024,-40.8145,451KM,372KM,465KM,602KM
ACFLEX EQUIPAMENTOS INDUSTRIAIS,acflex-equipamentos-industriais,15/03/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ACFPTNP,acfptnp,03/09/1999,5,Casa Nova,BA,73092,-9.16408,-40.974,487KM,408KM,501KM,634KM
ACESSO LIVRE INFORMATICA,acesso-livre-informatica,16/09/2004,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,84KM,47KM,73KM,308KM
ACI,aci,25/03/1983,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
ACHIEVE,achieve,18/11/2010,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ACFMD,acfmd,09/05/1996,5,Ipirá,BA,59281,-12.1561,-39.7359,164KM,85KM,162KM,324KM
ACIAJ,aciaj,20/06/1996,5,Jaguarari,BA,33915,-10.2569,-40.1999,339KM,261KM,354KM,517KM
ACIMAC,acimac,19/06/1995,5,Macaúbas,BA,50481,-13.0186,-42.6945,475KM,414KM,454KM,286KM
ACJB,acjb,06/05/2000,5,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,208KM,166KM,237KM,512KM
ACLGBA,aclgba,10/11/1997,5,Cruz das Almas,BA,63923,-12.6675,-39.1008,84KM,47KM,73KM,308KM
ACLF,aclf,27/04/2000,5,Retirolândia,BA,14588,-11.4832,-39.4234,180KM,100KM,193KM,406KM
ACLC,aclc,01/11/2005,5,São Domingos,BA,9085,-11.4649,-39.5268,189KM,108KM,201KM,403KM
ACLG,aclg,31/01/2000,5,Miguel Calmon,BA,25771,-11.4299,-40.6031,284KM,201KM,285KM,382KM
